reply_text,reply_username,reply_date,language,tweet_id
Thanks didi,@Thakur13Pradip,2025-05-14T11:57:06.000Z,en,-1493431455129040100
"at least thank the effort of central govt., It's not something the other side did out of generosity... u r a shame of bengal.",@satyahowladar,2025-05-14T12:00:19.000Z,en,-1493431455129040100
Thank you Nehru & Sister Edwina for helping negotiate this release. Hamba bamba mamba damba bamba mamba...,@imsr96,2025-05-14T12:05:12.000Z,en,-1493431455129040100
Credit de do bhai,@mos_c0w,2025-05-14T12:09:33.000Z,fr,-1493431455129040100
Thanks and our good wishes to Purnam Kumar Shaw ji. Jai Hind,@Vijay60367531,2025-05-14T12:15:21.000Z,en,-1493431455129040100
You should also thank Modi and his govt.,@Shashank_Chy,2025-05-14T07:48:14.000Z,en,-1493431455129040100
"Thank you for getting BSF jawan released, Without you India is doomed",@vixsharma0008,2025-05-14T07:48:39.000Z,en,-1493431455129040100
Nothing comes to their mind except the vote bank.,@bipinkr01,2025-05-14T07:49:08.000Z,en,-1493431455129040100
#joybangla  #MamataBanerjee,@Ramit1818,2025-05-14T07:49:34.000Z,qme,-1493431455129040100
#JaiHind,@AitcLakshmi,2025-05-14T07:50:09.000Z,qme,-1493431455129040100
Efforts by Mamta: 0% Want Credit by Mamta: 100%,@Abhijee38869027,2025-05-14T07:50:43.000Z,sv,-1493431455129040100
Ask him why he crossed fence...You cannot wander off like that....more to it Maam before u get embarrassed,@SweatBoot,2025-05-14T07:51:09.000Z,en,-1493431455129040100
CM's address to the nation at 8PM today.,@RishavM99,2025-05-14T07:52:20.000Z,en,-1493431455129040100
As if u did any efforts,@ShriJamSaheb,2025-05-14T07:53:08.000Z,en,-1493431455129040100
Hay Hind Jay bharat,@kolimuddinsk2,2025-05-14T07:54:27.000Z,tl,-1493431455129040100
"ঘরের ছেলে ঘরে ফিরলো, ধন্যবাদ দিদি।",@rajit_bag,2025-05-14T07:55:15.000Z,bn,-1493431455129040100
ThankYouDidi,@AkbarSekh27157,2025-05-14T07:56:51.000Z,en,-1493431455129040100
২২ দিন পর দেশে ফিরলেন পাকিস্তানের হাতে আটক বিএসএফ জওয়ান পূর্ণম কুমার সাউ! প্রথম দিন থেকেই পরিবারের পাশে দাঁড়িয়েছিলেন মুখ্যমন্ত্রী  @MamataOfficial  এবং পূর্ণমের স্ত্রী কে জওয়ানের বাড়ি ফিরিয়ে আনার বিষয়ে আশ্বস্ত করেন।  #AITCITSMCell #AITCWorkers #WhiteBrigade,@Tiyashaaitc,2025-05-14T07:57:08.000Z,bn,-1493431455129040100
ThankYouDidi,@KHELAHOBE2026,2025-05-14T07:57:22.000Z,en,-1493431455129040100
As if u did any efforts,@ShriJamSaheb,2025-05-14T07:53:08.000Z,en,-1493431455129040100
Hay Hind Jay bharat,@kolimuddinsk2,2025-05-14T07:54:27.000Z,tl,-1493431455129040100
"ঘরের ছেলে ঘরে ফিরলো, ধন্যবাদ দিদি।",@rajit_bag,2025-05-14T07:55:15.000Z,bn,-1493431455129040100
ThankYouDidi,@AkbarSekh27157,2025-05-14T07:56:51.000Z,en,-1493431455129040100
২২ দিন পর দেশে ফিরলেন পাকিস্তানের হাতে আটক বিএসএফ জওয়ান পূর্ণম কুমার সাউ! প্রথম দিন থেকেই পরিবারের পাশে দাঁড়িয়েছিলেন মুখ্যমন্ত্রী  @MamataOfficial  এবং পূর্ণমের স্ত্রী কে জওয়ানের বাড়ি ফিরিয়ে আনার বিষয়ে আশ্বস্ত করেন।  #AITCITSMCell #AITCWorkers #WhiteBrigade,@Tiyashaaitc,2025-05-14T07:57:08.000Z,bn,-1493431455129040100
ThankYouDidi,@KHELAHOBE2026,2025-05-14T07:57:22.000Z,en,-1493431455129040100
ThankYouDidi,@croo_m5334,2025-05-14T07:58:18.000Z,en,-1493431455129040100
ThankYouDidi,@RinkuAitc,2025-05-14T07:59:00.000Z,en,-1493431455129040100
Thanks central government too Didi.,@OmPraka71409596,2025-05-14T07:59:28.000Z,en,-1493431455129040100
Murshidabad,@ravikant_100,2025-05-14T12:29:17.000Z,es,-1493431455129040100
So now you can resign because your people have killed our Hindus and now they have also started shouting Pakistan Zindabad slogan. Please take your people out of our country. I know you will read this but don't you feel ashamed and you will not leave our country..,@binoyalc,2025-05-14T12:34:52.000Z,en,-1493431455129040100
Joy bangla  Mamata Banerjee Jindabad,@DobaiRohim,2025-05-14T12:36:22.000Z,hi,-1493431455129040100
Thankyou  asirbad roilo,@midder94901,2025-05-14T12:48:24.000Z,en,-1493431455129040100
BSF jawan Purnam Kumar Shaw has returned home.  Hon'ble  @MamataOfficial  didi has always been by his family's side & has provided all possible support. Today Purnam Kumar Shaw’s wife thanked West Bengal Chief Minister Smt. Mamata Banerjee.  Jai Hind!,@IgnitedMin60464,2025-05-14T12:55:40.000Z,en,-1493431455129040100
"বাংলার মানবিক মুখ্যমন্ত্রী কে অনেক অনেক ধন্যবাদ।  Jay Hind , Jay Bangla",@JaydeepPan88126,2025-05-14T12:57:25.000Z,bn,-1493431455129040100
Good,@DeluarH97754313,2025-05-14T13:00:45.000Z,en,-1493431455129040100
Didi..Save innocent hindus.. Through back bangladeshies ..they will kill you too one day..because ur also a kafir...hahaha,@LovekeshN,2025-05-14T13:02:04.000Z,en,-1493431455129040100
Jay Bangla,@BikramH10914230,2025-05-14T13:06:35.000Z,ht,-1493431455129040100
"Stop your drama, you detest BSF jawans",@sachi123ip91273,2025-05-16T00:52:42.000Z,en,-1493431455129040100
Congratulations.,@mskamboj,2025-05-16T01:42:05.000Z,en,-1493431455129040100
Hi! Maidam  Please help me. Apki madad chaye muje. Mai bihar se hun. Lekin meri kolkata mein ek admi ne 1 lakh 20 hajar le leye hai. Aur wa mera mobile number block kar dya hai. Kya ap madad kar sakti hai.,@SaneKha11703919,2025-05-16T01:52:40.000Z,hi,-1493431455129040100
Happpy he is safe n sound… Thanks for acknowledging PM,@dearpammi,2025-05-16T03:17:24.000Z,en,-1493431455129040100
It's because of Modiji and Indian Army There is no role of yours,@nayan968137889,2025-05-16T04:33:30.000Z,en,-1493431455129040100
"This is very good news ..... So nice , you have given his family members very mental support & he got released by your support/ help .",@BUDDHADEBGANGUL,2025-05-17T05:52:54.000Z,en,-1493431455129040100
#JusticeForUntaintedTeachersWBCSSC2016,@Pghosh947616,2025-05-17T11:44:39.000Z,qme,-1493431455129040100
Jay Bangla,@BikramH10914230,2025-05-14T13:06:35.000Z,ht,-1493431455129040100
"Stop your drama, you detest BSF jawans",@sachi123ip91273,2025-05-16T00:52:42.000Z,en,-1493431455129040100
Congratulations.,@mskamboj,2025-05-16T01:42:05.000Z,en,-1493431455129040100
Hi! Maidam  Please help me. Apki madad chaye muje. Mai bihar se hun. Lekin meri kolkata mein ek admi ne 1 lakh 20 hajar le leye hai. Aur wa mera mobile number block kar dya hai. Kya ap madad kar sakti hai.,@SaneKha11703919,2025-05-16T01:52:40.000Z,hi,-1493431455129040100
Happpy he is safe n sound… Thanks for acknowledging PM,@dearpammi,2025-05-16T03:17:24.000Z,en,-1493431455129040100
It's because of Modiji and Indian Army There is no role of yours,@nayan968137889,2025-05-16T04:33:30.000Z,en,-1493431455129040100
"This is very good news ..... So nice , you have given his family members very mental support & he got released by your support/ help .",@BUDDHADEBGANGUL,2025-05-17T05:52:54.000Z,en,-1493431455129040100
#JusticeForUntaintedTeachersWBCSSC2016,@Pghosh947616,2025-05-17T11:44:39.000Z,qme,-1493431455129040100
"So relieved to receive the news that Purnam Kumar Shaw is safe. Thankful for his release and for the support of his family in Rishra, Hugli. #BSF #grateful",@MahafijM28103,2025-05-20T06:28:57.000Z,en,-1493431455129040100
"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan,",@SaderulH84629,2025-05-20T06:56:21.000Z,en,-1493431455129040100
Why are revealing his family details including his wife name,@x_troller_247,2025-05-14T07:59:46.000Z,en,-1493431455129040100
Ghorer chele ghore ferar opekkha,@Swarnadeepa96,2025-05-14T08:00:06.000Z,hi,-1493431455129040100
That's a great news.... Jai Jawan,@KUSHALD45653860,2025-05-14T08:00:21.000Z,en,-1493431455129040100
This is only happen due to Modi is our Prime minister.,@ashutoshroy13,2025-05-14T08:01:20.000Z,en,-1493431455129040100
Jay shree Ram ji,@SarojdeviS90129,2025-05-14T08:01:29.000Z,hi,-1493431455129040100
Har har Mahadev ji,@SarojdeviS90129,2025-05-14T08:01:33.000Z,in,-1493431455129040100
জয় বাংলা,@Subrata40461690,2025-05-14T08:04:28.000Z,bn,-1493431455129040100
"Itny khusi mana kar kuch fayda nahi, humny taras kha kar chorda hai aehsan yad rakhna India",@condomsaheedpak,2025-05-14T08:04:40.000Z,in,-1493431455129040100
শুধু মোদী জন্যই আজ বি এস এফ জাওয়ান ঘরে ফিরলো। @AITCofficial  @abpanandatv  @BanglaRepublic  @CNNnews18,@ashutoshroy13,2025-05-14T08:05:19.000Z,bn,-1493431455129040100
Form #IndiaWantsMamataDi #iwmnanoor,@SekhDoni,2025-05-14T08:05:28.000Z,en,-1493431455129040100
বাংলার অভিভাবক আপনি দিদি,@aitcRajabar,2025-05-14T08:05:34.000Z,bn,-1493431455129040100
Acknowledge the Central govt too rather than chest thumping about just speaking to his wife thrice,@iamvishhal,2025-05-14T08:06:53.000Z,en,-1493431455129040100
Thanks to pakistan for their kind gesture - Mamata khatun,@chetan1994,2025-05-14T08:07:00.000Z,en,-1493431455129040100
"Good. Stay sane, didi.",@lacanpoe,2025-05-14T08:07:42.000Z,en,-1493431455129040100
I'm happy about BSF jawan...,@thelonelymammal,2025-05-14T08:10:46.000Z,en,-1493431455129040100
Acknowledge the Central govt too rather than chest thumping about just speaking to his wife thrice,@iamvishhal,2025-05-14T08:06:53.000Z,en,-1493431455129040100
Thanks to pakistan for their kind gesture - Mamata khatun,@chetan1994,2025-05-14T08:07:00.000Z,en,-1493431455129040100
"Good. Stay sane, didi.",@lacanpoe,2025-05-14T08:07:42.000Z,en,-1493431455129040100
I'm happy about BSF jawan...,@thelonelymammal,2025-05-14T08:10:46.000Z,en,-1493431455129040100
Please thank to Shri  @narendramodi  ji! This wouldn’t have been possible without him!,@AbCDEf56782322,2025-05-14T08:11:46.000Z,en,-1493431455129040100
"Some months ago, you were making baseless allegations against BSF.",@Mayurisn345,2025-05-14T08:12:08.000Z,en,-1493431455129040100
#thankyoudidi,@DidirSanu,2025-05-14T08:12:34.000Z,qme,-1493431455129040100
We all know how you and your party treats BSF,@jos_butler0307,2025-05-14T08:12:52.000Z,en,-1493431455129040100
Ha ha,@agnihotri_45386,2025-05-15T02:07:09.000Z,tl,-1493431455129040100
"U r hypocrisy is exposed, border fencing is opposed by ur government and here u show ur fake gratitude,  u could do nothing to safeguard Hindus in Murshidabad,  What kinda CM are u",@AJKumarPa,2025-05-15T02:07:42.000Z,en,-1493431455129040100
"আমরা আনন্দিত আমাদের ঘরের ছেলে ঘরে ফিরলেন, ধন্যবাদ জ্ঞাপন করছি মাননীয় মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায়কে তিনি সর্বদা পরিবারের পাশে ছিলেন, ততসহ আমরা গর্বিত ও অহংকৃত এমন মানবিক মুখ্যমন্ত্রীর জন্যে।",@MohiniB32121022,2025-05-15T02:28:07.000Z,bn,-1493431455129040100
Modi Hai To Mumkin Hai,@aanandsg,2025-05-15T02:42:20.000Z,hi,-1493431455129040100
You don’t have any credit. Your tmc cadres r praising you. U never credited Foreign secretary. This is your habit and nature. SHAME,@arindamsecret,2025-05-15T02:51:05.000Z,en,-1493431455129040100
মদিজি আমার সিঁদুর আমাকে ফিরিয়ে দিয়েছে। এটাই রজনী সাও বলেছে। মমতার ক্রেডিট নেই।,@arindamsecret,2025-05-15T02:55:47.000Z,bn,-1493431455129040100
Modi Ji h to sab chees Possible hai .. This is a Final Statement....,@sumanta2011c,2025-05-15T03:34:02.000Z,en,-1493431455129040100
"Thrilled to hear the news of BSF jawan Purnam Kumar Shaw's release. Stay strong, Shaw family! #BSF #PurnamKumarShaw",@sunnyBhowalAITC,2025-05-15T03:51:57.000Z,en,-1493431455129040100
राक्षसी,@KhodaSharad,2025-05-15T03:54:56.000Z,mr,-1493431455129040100
U hv destroyed bengal by settling Bangladeshis and Rohingyas.. providing them with fake adhaar cards....do stop talking about Bharat....,@KuldipChak69397,2025-05-15T03:56:04.000Z,en,-1493431455129040100
Say #pkmb,@Dazai6873631,2025-05-14T08:14:19.000Z,und,-1493431455129040100
Lovely,@MdAliulSk33971,2025-05-14T08:15:07.000Z,en,-1493431455129040100
शुक्र है आपको ख़ुशी हुई,@Gaurav25980,2025-05-14T08:15:58.000Z,hi,-1493431455129040100
Say #pkmb,@Dazai6873631,2025-05-14T08:14:19.000Z,und,-1493431455129040100
Lovely,@MdAliulSk33971,2025-05-14T08:15:07.000Z,en,-1493431455129040100
शुक्र है आपको ख़ुशी हुई,@Gaurav25980,2025-05-14T08:15:58.000Z,hi,-1493431455129040100
"Wife of BSF Jawan, Shri Purnam Kumar Shaw expresses gratitude to Hon'ble CM  @MamataOfficial  for her persistent efforts to enhance his repatriation.",@AITCSudipSarkar,2025-05-14T08:16:50.000Z,en,-1493431455129040100
Thanks Didi & Dada. God bless,@PriyadrshiSingh,2025-05-14T08:17:51.000Z,en,-1493431455129040100
"After #OperationSindoor, Indian Government should do one small #OperationIndoor for illegal Bangladeshis hiding in Bengal",@bong_indo,2025-05-14T08:19:23.000Z,en,-1493431455129040100
#JaiHind,@TarunGh36446987,2025-05-14T08:20:11.000Z,qme,-1493431455129040100
My brother like Jawan...wah...wah...,@Kavita248866721,2025-05-14T08:20:39.000Z,en,-1493431455129040100
দেশ তার বীর সন্তান কে ফিরে পেলো।ফিরে পেলো তার পরিবার।তার অর্ধাঙ্গিনী।  দেশের বীর সন্তানের অর্ধাঙ্গিনী বাংলার মূখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায় কে ও ধন্যবাদ জানালেন।মমতা বন্দ্যোপাধ্যায় ও তাদের জন্য শুভ কামনা করলেন ফোনের কথোপকথনের মধ্য দিয়ে।। জয় হিন্দ,@JewelRana774817,2025-05-14T08:20:39.000Z,bn,-1493431455129040100
"""দিদির চেষ্টা ছাড়া স্বামীর দেশে ফেরা সম্ভব হত না, হাত জোড় করে দিদিকে ধন্যবাদ"", বললেন ভারতীয় জওয়ান পূর্ণমের স্ত্রী!  #MamataBanerjee",@RAMNIWAS_AITC,2025-05-14T08:20:44.000Z,bn,-1493431455129040100
We are proud of our #Didi,@IndraniAITC,2025-05-14T08:21:21.000Z,en,-1493431455129040100
"Today it is recoverable, all of you need to think proactively whether tomorrow it wuld be possible get back",@sir_pal,2025-05-14T08:21:21.000Z,en,-1493431455129040100
Thank you didi,@johnnymir013,2025-05-14T08:21:45.000Z,en,-1493431455129040100
"It's good for him&his family! Many in Pakistan had pleaded for his release as reportedly,he wanted rest&crossed line in search of shadow!It will be great to see him with his family! Pakistan Zindabad!",@engr_khan1,2025-05-14T08:22:08.000Z,en,-1493431455129040100
অনেক অনেক ধন্যবাদ দিদি আপনাকে।,@SwapanChhe1770,2025-05-14T08:23:21.000Z,bn,-1493431455129040100
মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায়ের ও সাংসদ কল্যান বন্দ্যোপাধ্যায়ের প্রচেষ্টায় ঘরে ফিরছেন পাকিস্তানের হাতে বন্দি বিএসএফ জওয়ান বাংলার ছেলে পূর্নম সাউ। #JaiHind,@AkramAITC,2025-05-14T08:25:35.000Z,bn,-1493431455129040100
জয় বাংলা,@kingsuktewari,2025-05-14T08:27:17.000Z,bn,-1493431455129040100
Thank you maam,@mon24406608,2025-05-14T08:27:36.000Z,en,-1493431455129040100
#JaiHind,@TarunGh36446987,2025-05-14T08:20:11.000Z,qme,-1493431455129040100
My brother like Jawan...wah...wah...,@Kavita248866721,2025-05-14T08:20:39.000Z,en,-1493431455129040100
দেশ তার বীর সন্তান কে ফিরে পেলো।ফিরে পেলো তার পরিবার।তার অর্ধাঙ্গিনী।  দেশের বীর সন্তানের অর্ধাঙ্গিনী বাংলার মূখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায় কে ও ধন্যবাদ জানালেন।মমতা বন্দ্যোপাধ্যায় ও তাদের জন্য শুভ কামনা করলেন ফোনের কথোপকথনের মধ্য দিয়ে।। জয় হিন্দ,@JewelRana774817,2025-05-14T08:20:39.000Z,bn,-1493431455129040100
"""দিদির চেষ্টা ছাড়া স্বামীর দেশে ফেরা সম্ভব হত না, হাত জোড় করে দিদিকে ধন্যবাদ"", বললেন ভারতীয় জওয়ান পূর্ণমের স্ত্রী!  #MamataBanerjee",@RAMNIWAS_AITC,2025-05-14T08:20:44.000Z,bn,-1493431455129040100
We are proud of our #Didi,@IndraniAITC,2025-05-14T08:21:21.000Z,en,-1493431455129040100
"Today it is recoverable, all of you need to think proactively whether tomorrow it wuld be possible get back",@sir_pal,2025-05-14T08:21:21.000Z,en,-1493431455129040100
Thank you didi,@johnnymir013,2025-05-14T08:21:45.000Z,en,-1493431455129040100
"It's good for him&his family! Many in Pakistan had pleaded for his release as reportedly,he wanted rest&crossed line in search of shadow!It will be great to see him with his family! Pakistan Zindabad!",@engr_khan1,2025-05-14T08:22:08.000Z,en,-1493431455129040100
অনেক অনেক ধন্যবাদ দিদি আপনাকে।,@SwapanChhe1770,2025-05-14T08:23:21.000Z,bn,-1493431455129040100
মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায়ের ও সাংসদ কল্যান বন্দ্যোপাধ্যায়ের প্রচেষ্টায় ঘরে ফিরছেন পাকিস্তানের হাতে বন্দি বিএসএফ জওয়ান বাংলার ছেলে পূর্নম সাউ। #JaiHind,@AkramAITC,2025-05-14T08:25:35.000Z,bn,-1493431455129040100
জয় বাংলা,@kingsuktewari,2025-05-14T08:27:17.000Z,bn,-1493431455129040100
Thank you maam,@mon24406608,2025-05-14T08:27:36.000Z,en,-1493431455129040100
"আর কত ভন্ডামি করবি,  তর লজ্জা লাগে না, গায়ে চামড়া নেই হারা*মজাদি। এবার মান সম্মান নিয়ে চেয়ার টা ছেড়ে দে, বো*কাচো*দা পাগল একটা",@Ankon57600845,2025-05-15T22:40:40.000Z,bn,-1493431455129040100
NICE MAAM! JAI HIND,@arnabs_techie,2025-05-20T14:15:39.000Z,hi,-1493431455129040100
What a Nautanki,@vickykalludi,2025-05-14T08:09:43.000Z,en,-1493431455129040100
বাংলার ১০ কোটি মানুষের পাহারাদার  @MamataOfficial  বাংলার বিশ্বাস ও ভরসা। #AITCITSMCell #AITCWorkers #WhiteBrigade,@skrishna1969,2025-05-14T08:01:27.000Z,bn,-1493431455129040100
Well come.  Bsf jawan Joy hind. Joy Bangla.,@Chamankumarpat2,2025-05-14T07:51:17.000Z,en,-1493431455129040100
Very happy,@KKChaud84107482,2025-05-14T07:40:33.000Z,en,-1493431455129040100
জয় হিন্দ,@Jamadersaker,2025-05-14T08:00:50.000Z,bn,-1493431455129040100
Ok.,@krishnendu61,2025-05-14T08:09:15.000Z,und,-1493431455129040100
"আর কত ভন্ডামি করবি,  তর লজ্জা লাগে না, গায়ে চামড়া নেই হারা*মজাদি। এবার মান সম্মান নিয়ে চেয়ার টা ছেড়ে দে, বো*কাচো*দা পাগল একটা",@Ankon57600845,2025-05-15T22:40:40.000Z,bn,-1493431455129040100
NICE MAAM! JAI HIND,@arnabs_techie,2025-05-20T14:15:39.000Z,hi,-1493431455129040100
What a Nautanki,@vickykalludi,2025-05-14T08:09:43.000Z,en,-1493431455129040100
বাংলার ১০ কোটি মানুষের পাহারাদার  @MamataOfficial  বাংলার বিশ্বাস ও ভরসা। #AITCITSMCell #AITCWorkers #WhiteBrigade,@skrishna1969,2025-05-14T08:01:27.000Z,bn,-1493431455129040100
Well come.  Bsf jawan Joy hind. Joy Bangla.,@Chamankumarpat2,2025-05-14T07:51:17.000Z,en,-1493431455129040100
Very happy,@KKChaud84107482,2025-05-14T07:40:33.000Z,en,-1493431455129040100
জয় হিন্দ,@Jamadersaker,2025-05-14T08:00:50.000Z,bn,-1493431455129040100
Ok.,@krishnendu61,2025-05-14T08:09:15.000Z,und,-1493431455129040100
জয় বাংলা  #MamataBanerjee #IWMHowrahUrban,@SumanDesherDaak,2025-05-14T08:27:52.000Z,bn,-1493431455129040100
"Honorable chief minister,  Credits where due",@ParetoSimplifed,2025-05-14T08:28:01.000Z,en,-1493431455129040100
Jai Bangla,@muzammelhaque32,2025-05-14T08:28:03.000Z,hi,-1493431455129040100
Crocodile tears and self praise are the ornaments of the most dubious and ungrateful.,@temuanoop,2025-05-14T08:29:39.000Z,en,-1493431455129040100
#ThankYouDidi,@JakirMallicAITC,2025-05-14T08:29:56.000Z,qme,-1493431455129040100
জয় হিন্দ  Jai Hind  @MamataOfficial,@GuchhaitPrince,2025-05-14T08:31:24.000Z,und,-1493431455129040100
Bohot bada kaam kardiya baat krke aapne,@Thedesibritish,2025-05-14T08:31:52.000Z,hi,-1493431455129040100
"What you are doing about WB, it on the verge of collapse because of your appeasement politics and evil mindset...take action on traitors and illegals immediatelybefore it's too late to handle ..",@twitvishy,2025-05-14T08:32:25.000Z,en,-1493431455129040100
"Honorable chief minister,  Credits where due",@ParetoSimplifed,2025-05-14T08:28:01.000Z,en,-1493431455129040100
Jai Bangla,@muzammelhaque32,2025-05-14T08:28:03.000Z,hi,-1493431455129040100
Crocodile tears and self praise are the ornaments of the most dubious and ungrateful.,@temuanoop,2025-05-14T08:29:39.000Z,en,-1493431455129040100
#ThankYouDidi,@JakirMallicAITC,2025-05-14T08:29:56.000Z,qme,-1493431455129040100
জয় হিন্দ  Jai Hind  @MamataOfficial,@GuchhaitPrince,2025-05-14T08:31:24.000Z,und,-1493431455129040100
Bohot bada kaam kardiya baat krke aapne,@Thedesibritish,2025-05-14T08:31:52.000Z,hi,-1493431455129040100
"What you are doing about WB, it on the verge of collapse because of your appeasement politics and evil mindset...take action on traitors and illegals immediatelybefore it's too late to handle ..",@twitvishy,2025-05-14T08:32:25.000Z,en,-1493431455129040100
"Thank you didi ,that you given this family helpfully advice with spoke his wife.",@Rajesh17041971,2025-05-14T08:33:22.000Z,en,-1493431455129040100
Yes that is good but what are you doing for the west bangal hindus just few months ago we  have seen many things come out from bangal so please do something for them all things are not about only politics,@Jrvirat007Jr,2025-05-14T08:34:53.000Z,en,-1493431455129040100
"Madam apni kano eirokom koren, apni ei 30% r jonno amader k bhule gelen. Jibon e prothom vote apnake diye chilam. Ami apnar saathe apnar election e chilam jehuto prothom baar kono party k support korechilam Mam by heart, but after that u made my decision wrong in every way.",@RohanSingh69896,2025-05-14T08:35:37.000Z,tl,-1493431455129040100
Mam plz be our own old Didi. Plz Mam,@RohanSingh69896,2025-05-14T08:35:55.000Z,en,-1493431455129040100
জয় হিন্দ,@ARINDAMRAKSHI,2025-05-14T08:36:21.000Z,bn,-1493431455129040100
Kitni giri huue aurat hai mamta benarji jais khud pakistan jaa ke lekar aai ho.,@AnkitMalta,2025-05-14T08:36:22.000Z,hi,-1493431455129040100
Ae Jihadan ye jhoothi khushi mullon ke camp main dikhana,@drunkpatriot1,2025-05-14T08:37:12.000Z,hi,-1493431455129040100
"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan..",@mukherjee_tusar,2025-05-14T08:39:11.000Z,en,-1493431455129040100
জয় বাংলা,@sandipm43778770,2025-05-14T08:40:23.000Z,bn,-1493431455129040100
#ThankYouDidi,@MySantipur,2025-05-14T08:40:30.000Z,qme,-1493431455129040100
চাপে পূর্ণমকে ফেরালো পাকিস্তান ll পূর্ণমের স্ত্রীকে ফোন মুখ্যমন্ত্রী মমতা বন্দোপাধ্যায়ের ll  #JaiHind,@anupsaha925,2025-05-14T08:42:12.000Z,bn,-1493431455129040100
Bohot bada kaam kardiya baat krke aapne,@Thedesibritish,2025-05-14T08:31:52.000Z,hi,-1493431455129040100
"What you are doing about WB, it on the verge of collapse because of your appeasement politics and evil mindset...take action on traitors and illegals immediatelybefore it's too late to handle ..",@twitvishy,2025-05-14T08:32:25.000Z,en,-1493431455129040100
"Thank you didi ,that you given this family helpfully advice with spoke his wife.",@Rajesh17041971,2025-05-14T08:33:22.000Z,en,-1493431455129040100
Yes that is good but what are you doing for the west bangal hindus just few months ago we  have seen many things come out from bangal so please do something for them all things are not about only politics,@Jrvirat007Jr,2025-05-14T08:34:53.000Z,en,-1493431455129040100
"Madam apni kano eirokom koren, apni ei 30% r jonno amader k bhule gelen. Jibon e prothom vote apnake diye chilam. Ami apnar saathe apnar election e chilam jehuto prothom baar kono party k support korechilam Mam by heart, but after that u made my decision wrong in every way.",@RohanSingh69896,2025-05-14T08:35:37.000Z,tl,-1493431455129040100
Mam plz be our own old Didi. Plz Mam,@RohanSingh69896,2025-05-14T08:35:55.000Z,en,-1493431455129040100
জয় হিন্দ,@ARINDAMRAKSHI,2025-05-14T08:36:21.000Z,bn,-1493431455129040100
Kitni giri huue aurat hai mamta benarji jais khud pakistan jaa ke lekar aai ho.,@AnkitMalta,2025-05-14T08:36:22.000Z,hi,-1493431455129040100
Ae Jihadan ye jhoothi khushi mullon ke camp main dikhana,@drunkpatriot1,2025-05-14T08:37:12.000Z,hi,-1493431455129040100
"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan..",@mukherjee_tusar,2025-05-14T08:39:11.000Z,en,-1493431455129040100
জয় বাংলা,@sandipm43778770,2025-05-14T08:40:23.000Z,bn,-1493431455129040100
#ThankYouDidi,@MySantipur,2025-05-14T08:40:30.000Z,qme,-1493431455129040100
চাপে পূর্ণমকে ফেরালো পাকিস্তান ll পূর্ণমের স্ত্রীকে ফোন মুখ্যমন্ত্রী মমতা বন্দোপাধ্যায়ের ll  #JaiHind,@anupsaha925,2025-05-14T08:42:12.000Z,bn,-1493431455129040100
And thank you govt of India for bringing him safe and sound to his family..!!,@BruceWayne1087,2025-05-15T14:51:09.000Z,en,-1493431455129040100
Thank you Didi,@Satyabratach,2025-05-15T15:26:56.000Z,en,-1493431455129040100
"Mam please a few words for Modiji too,did u forget beheading of Indian soldiers by napakisistan in Congress or might be ur tenure,just a brief applaud for the current central govt would suffice.aamaar desh tumake bhalo bashi",@drraviojha,2025-05-15T15:46:17.000Z,en,-1493431455129040100
Are you really happy?,@UshaDUTTA10,2025-05-15T15:49:33.000Z,en,-1493431455129040100
आज की सबसे बेस्ट तस्वीर।   बीच में देखिए। BSF जवान पूर्णम कुमार वापस भारत  आ गए। Bharat mata ki Jay,@Sudarshanshaw14,2025-05-14T08:11:03.000Z,hi,-1493431455129040100
The guardian of 10 crore population of Bengal Didi jindabad,@snmajumdar,2025-05-14T08:31:12.000Z,en,-1493431455129040100
We are so glad to heard this as he deserve so much respect from all the citizens.,@ERAM_SID,2025-05-14T11:35:27.000Z,en,-1493431455129040100
Really Madam you were scolding #BSF jawans and blaming them for restoring peace in Murshidabad and making sure nobmore #Hindus were massacred. Hope your revealing of the details of the Brave #BSFJawan is not a green signal for your jihadi brigade,@NitinWarikoo,2025-05-15T17:08:50.000Z,en,-1493431455129040100
Thank you Didi,@Satyabratach,2025-05-15T15:26:56.000Z,en,-1493431455129040100
"Mam please a few words for Modiji too,did u forget beheading of Indian soldiers by napakisistan in Congress or might be ur tenure,just a brief applaud for the current central govt would suffice.aamaar desh tumake bhalo bashi",@drraviojha,2025-05-15T15:46:17.000Z,en,-1493431455129040100
