raw_text,cleaned_text,analyzed_text,tweet_text,reply_username,reply_date,tweet_id,language,coarse_sentiment,fine_sentiment,confidence,relevance_score,relevance_label
ThankYouDidi,ThankYouDidi,ThankYouDidi,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@KHELAHOBE2026,2025-05-14T07:57:22.000Z,-1493431455129040100,en,positive,praise,0.72,0.36,unrelated
As if u did any efforts,As if u did any efforts,As if u did any efforts,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@ShriJamSaheb,2025-05-14T07:53:08.000Z,-1493431455129040100,cy,negative,insult,0.45,0.05,unrelated
Hay Hind Jay bharat,Hay Hind Jay bharat,Hay Hind Jay bharat,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@kolimuddinsk2,2025-05-14T07:54:27.000Z,-1493431455129040100,so,positive,praise,0.49,0.27,unrelated
"ঘরের ছেলে ঘরে ফিরলো, ধন্যবাদ দিদি।","ঘরের ছেলে ঘরে ফিরলো, ধন্যবাদ দিদি।","ঘরের ছেলে ঘরে ফিরলো, ধন্যবাদ দিদি।","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@rajit_bag,2025-05-14T07:55:15.000Z,-1493431455129040100,bn,positive,support,0.68,0.45,unrelated
ThankYouDidi,ThankYouDidi,ThankYouDidi,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@AkbarSekh27157,2025-05-14T07:56:51.000Z,-1493431455129040100,en,positive,praise,0.72,0.36,unrelated
২২ দিন পর দেশে ফিরলেন পাকিস্তানের হাতে আটক বিএসএফ জওয়ান পূর্ণম কুমার সাউ! প্রথম দিন থেকেই পরিবারের পাশে দাঁড়িয়েছিলেন মুখ্যমন্ত্রী  @MamataOfficial  এবং পূর্ণমের স্ত্রী কে জওয়ানের বাড়ি ফিরিয়ে আনার বিষয়ে আশ্বস্ত করেন।  #AITCITSMCell #AITCWorkers #WhiteBrigade,২২ দিন পর দেশে ফিরলেন পাকিস্তানের হাতে আটক বিএসএফ জওয়ান পূর্ণম কুমার সাউ! প্রথম দিন থেকেই পরিবারের পাশে দাঁড়িয়েছিলেন মুখ্যমন্ত্রী @MamataOfficial এবং পূর্ণমের স্ত্রী কে জওয়ানের বাড়ি ফিরিয়ে আনার বিষয়ে আশ্বস্ত করেন। #AITCITSMCell #AITCWorkers #WhiteBrigade,২২ দিন পর দেশে ফিরলেন পাকিস্তানের হাতে আটক বিএসএফ জওয়ান পূর্ণম কুমার সাউ! প্রথম দিন থেকেই পরিবারের পাশে দাঁড়িয়েছিলেন মুখ্যমন্ত্রী @MamataOfficial এবং পূর্ণমের স্ত্রী কে জওয়ানের বাড়ি ফিরিয়ে আনার বিষয়ে আশ্বস্ত করেন। #AITCITSMCell #AITCWorkers #WhiteBrigade,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@Tiyashaaitc,2025-05-14T07:57:08.000Z,-1493431455129040100,bn,neutral,criticism,0.56,0.27,unrelated
ThankYouDidi,ThankYouDidi,ThankYouDidi,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@KHELAHOBE2026,2025-05-14T07:57:22.000Z,-1493431455129040100,en,positive,praise,0.72,0.36,unrelated
ThankYouDidi,ThankYouDidi,ThankYouDidi,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@croo_m5334,2025-05-14T07:58:18.000Z,-1493431455129040100,en,positive,praise,0.72,0.36,unrelated
ThankYouDidi,ThankYouDidi,ThankYouDidi,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@RinkuAitc,2025-05-14T07:59:00.000Z,-1493431455129040100,en,positive,praise,0.72,0.36,unrelated
Thanks central government too Didi.,Thanks central government too Didi.,Thanks central government too Didi.,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@OmPraka71409596,2025-05-14T07:59:28.000Z,-1493431455129040100,en,positive,praise,0.62,0.19,unrelated
Murshidabad,Murshidabad,Murshidabad,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@ravikant_100,2025-05-14T12:29:17.000Z,-1493431455129040100,so,neutral,support,0.4,0.49,related
So now you can resign because your people have killed our Hindus and now they have also started shouting Pakistan Zindabad slogan. Please take your people out of our country. I know you will read this but don't you feel ashamed and you will not leave our country..,So now you can resign because your people have killed our Hindus and now they have also started shouting Pakistan Zindabad slogan. Please take your people out of our country. I know you will read this but don't you feel ashamed and you will not leave our country..,So now you can resign because your people have killed our Hindus and now they have also started shouting Pakistan Zindabad slogan. Please take your people out of our country. I know you will read this but don't you feel ashamed and you will not leave our country..,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@binoyalc,2025-05-14T12:34:52.000Z,-1493431455129040100,en,negative,criticism,0.91,0.34,unrelated
Joy bangla  Mamata Banerjee Jindabad,Joy bangla Mamata Banerjee Jindabad,Joy bangla Mamata Banerjee Jindabad,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@DobaiRohim,2025-05-14T12:36:22.000Z,-1493431455129040100,id,neutral,praise,0.44,0.5,related
Thankyou  asirbad roilo,Thankyou asirbad roilo,Thankyou asirbad roilo,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@midder94901,2025-05-14T12:48:24.000Z,-1493431455129040100,so,positive,praise,0.54,0.39,unrelated
BSF jawan Purnam Kumar Shaw has returned home.  Hon'ble  @MamataOfficial  didi has always been by his family's side & has provided all possible support. Today Purnam Kumar Shaw’s wife thanked West Bengal Chief Minister Smt. Mamata Banerjee.  Jai Hind!,BSF jawan Purnam Kumar Shaw has returned home. Hon'ble @MamataOfficial didi has always been by his family's side & has provided all possible support. Today Purnam Kumar Shaw s wife thanked West Bengal Chief Minister Smt. Mamata Banerjee. Jai Hind!,BSF jawan Purnam Kumar Shaw has returned home. Hon'ble @MamataOfficial didi has always been by his family's side & has provided all possible support. Today Purnam Kumar Shaw s wife thanked West Bengal Chief Minister Smt. Mamata Banerjee. Jai Hind!,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@IgnitedMin60464,2025-05-14T12:55:40.000Z,-1493431455129040100,en,positive,support,0.68,0.7,related
"বাংলার মানবিক মুখ্যমন্ত্রী কে অনেক অনেক ধন্যবাদ।  Jay Hind , Jay Bangla","বাংলার মানবিক মুখ্যমন্ত্রী কে অনেক অনেক ধন্যবাদ। Jay Hind , Jay Bangla","বাংলার মানবিক মুখ্যমন্ত্রী কে অনেক অনেক ধন্যবাদ। Jay Hind , Jay Bangla","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@JaydeepPan88126,2025-05-14T12:57:25.000Z,-1493431455129040100,bn,positive,criticism,0.65,0.35,unrelated
Good,Good,Good,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@DeluarH97754313,2025-05-14T13:00:45.000Z,-1493431455129040100,so,positive,praise,0.49,0.17,unrelated
Didi..Save innocent hindus.. Through back bangladeshies ..they will kill you too one day..because ur also a kafir...hahaha,Didi..Save innocent hindus.. Through back bangladeshies ..they will kill you too one day..because ur also a kafir...hahaha,Didi..Save innocent hindus.. Through back bangladeshies ..they will kill you too one day..because ur also a kafir...hahaha,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@LovekeshN,2025-05-14T13:02:04.000Z,-1493431455129040100,en,negative,criticism,0.55,0.34,unrelated
Jay Bangla,Jay Bangla,Jay Bangla,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@BikramH10914230,2025-05-14T13:06:35.000Z,-1493431455129040100,tl,neutral,support,0.35,0.23,unrelated
"Stop your drama, you detest BSF jawans","Stop your drama, you detest BSF jawans","Stop your drama, you detest BSF jawans","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@sachi123ip91273,2025-05-16T00:52:42.000Z,-1493431455129040100,fr,negative,hate,0.9,0.23,unrelated
Congratulations.,Congratulations.,Congratulations.,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@mskamboj,2025-05-16T01:42:05.000Z,-1493431455129040100,en,positive,praise,0.92,0.32,unrelated
Hi! Maidam  Please help me. Apki madad chaye muje. Mai bihar se hun. Lekin meri kolkata mein ek admi ne 1 lakh 20 hajar le leye hai. Aur wa mera mobile number block kar dya hai. Kya ap madad kar sakti hai.,Hi! Maidam Please help me. Apki madad chaye muje. Mai bihar se hun. Lekin meri kolkata mein ek admi ne 1 lakh 20 hajar le leye hai. Aur wa mera mobile number block kar dya hai. Kya ap madad kar sakti hai.,Hi! Maidam Please help me. Apki madad chaye muje. Mai bihar se hun. Lekin meri kolkata mein ek admi ne 1 lakh 20 hajar le leye hai. Aur wa mera mobile number block kar dya hai. Kya ap madad kar sakti hai.,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@SaneKha11703919,2025-05-16T01:52:40.000Z,-1493431455129040100,et,negative,criticism,0.41,0.33,unrelated
Happpy he is safe n sound… Thanks for acknowledging PM,Happpy he is safe n sound Thanks for acknowledging PM,Happpy he is safe n sound Thanks for acknowledging PM,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@dearpammi,2025-05-16T03:17:24.000Z,-1493431455129040100,en,positive,praise,0.74,0.39,unrelated
It's because of Modiji and Indian Army There is no role of yours,It's because of Modiji and Indian Army There is no role of yours,It's because of Modiji and Indian Army There is no role of yours,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@nayan968137889,2025-05-16T04:33:30.000Z,-1493431455129040100,en,negative,criticism,0.44,0.12,unrelated
"This is very good news ..... So nice , you have given his family members very mental support & he got released by your support/ help .","This is very good news ..... So nice , you have given his family members very mental support & he got released by your support/ help .","This is very good news ..... So nice , you have given his family members very mental support & he got released by your support/ help .","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@BUDDHADEBGANGUL,2025-05-17T05:52:54.000Z,-1493431455129040100,en,positive,praise,0.82,0.59,related
#JusticeForUntaintedTeachersWBCSSC2016,#JusticeForUntaintedTeachersWBCSSC2016,#JusticeForUntaintedTeachersWBCSSC2016,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@Pghosh947616,2025-05-17T11:44:39.000Z,-1493431455129040100,en,negative,criticism,0.48,0.14,unrelated
Jay Bangla,Jay Bangla,Jay Bangla,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@BikramH10914230,2025-05-14T13:06:35.000Z,-1493431455129040100,tl,neutral,support,0.35,0.23,unrelated
"Stop your drama, you detest BSF jawans","Stop your drama, you detest BSF jawans","Stop your drama, you detest BSF jawans","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@sachi123ip91273,2025-05-16T00:52:42.000Z,-1493431455129040100,fr,negative,hate,0.9,0.23,unrelated
Congratulations.,Congratulations.,Congratulations.,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@mskamboj,2025-05-16T01:42:05.000Z,-1493431455129040100,en,positive,praise,0.92,0.32,unrelated
Hi! Maidam  Please help me. Apki madad chaye muje. Mai bihar se hun. Lekin meri kolkata mein ek admi ne 1 lakh 20 hajar le leye hai. Aur wa mera mobile number block kar dya hai. Kya ap madad kar sakti hai.,Hi! Maidam Please help me. Apki madad chaye muje. Mai bihar se hun. Lekin meri kolkata mein ek admi ne 1 lakh 20 hajar le leye hai. Aur wa mera mobile number block kar dya hai. Kya ap madad kar sakti hai.,Hi! Maidam Please help me. Apki madad chaye muje. Mai bihar se hun. Lekin meri kolkata mein ek admi ne 1 lakh 20 hajar le leye hai. Aur wa mera mobile number block kar dya hai. Kya ap madad kar sakti hai.,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@SaneKha11703919,2025-05-16T01:52:40.000Z,-1493431455129040100,et,negative,criticism,0.41,0.33,unrelated
Happpy he is safe n sound… Thanks for acknowledging PM,Happpy he is safe n sound Thanks for acknowledging PM,Happpy he is safe n sound Thanks for acknowledging PM,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@dearpammi,2025-05-16T03:17:24.000Z,-1493431455129040100,en,positive,praise,0.74,0.39,unrelated
It's because of Modiji and Indian Army There is no role of yours,It's because of Modiji and Indian Army There is no role of yours,It's because of Modiji and Indian Army There is no role of yours,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@nayan968137889,2025-05-16T04:33:30.000Z,-1493431455129040100,en,negative,criticism,0.44,0.12,unrelated
"This is very good news ..... So nice , you have given his family members very mental support & he got released by your support/ help .","This is very good news ..... So nice , you have given his family members very mental support & he got released by your support/ help .","This is very good news ..... So nice , you have given his family members very mental support & he got released by your support/ help .","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@BUDDHADEBGANGUL,2025-05-17T05:52:54.000Z,-1493431455129040100,en,positive,praise,0.82,0.59,related
#JusticeForUntaintedTeachersWBCSSC2016,#JusticeForUntaintedTeachersWBCSSC2016,#JusticeForUntaintedTeachersWBCSSC2016,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@Pghosh947616,2025-05-17T11:44:39.000Z,-1493431455129040100,en,negative,criticism,0.48,0.14,unrelated
"So relieved to receive the news that Purnam Kumar Shaw is safe. Thankful for his release and for the support of his family in Rishra, Hugli. #BSF #grateful","So relieved to receive the news that Purnam Kumar Shaw is safe. Thankful for his release and for the support of his family in Rishra, Hugli. #BSF #grateful","So relieved to receive the news that Purnam Kumar Shaw is safe. Thankful for his release and for the support of his family in Rishra, Hugli. #BSF #grateful","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@MahafijM28103,2025-05-20T06:28:57.000Z,-1493431455129040100,en,positive,support,0.78,0.71,related
"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan,","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan,","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan,","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@SaderulH84629,2025-05-20T06:56:21.000Z,-1493431455129040100,en,positive,praise,0.69,0.99,related
Why are revealing his family details including his wife name,Why are revealing his family details including his wife name,Why are revealing his family details including his wife name,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@x_troller_247,2025-05-14T07:59:46.000Z,-1493431455129040100,en,negative,criticism,0.68,0.39,unrelated
Ghorer chele ghore ferar opekkha,Ghorer chele ghore ferar opekkha,Ghorer chele ghore ferar opekkha,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@Swarnadeepa96,2025-05-14T08:00:06.000Z,-1493431455129040100,en,neutral,insult,0.34,0.29,unrelated
That's a great news.... Jai Jawan,That's a great news.... Jai Jawan,That's a great news.... Jai Jawan,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@KUSHALD45653860,2025-05-14T08:00:21.000Z,-1493431455129040100,en,positive,praise,0.84,0.43,unrelated
This is only happen due to Modi is our Prime minister.,This is only happen due to Modi is our Prime minister.,This is only happen due to Modi is our Prime minister.,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@ashutoshroy13,2025-05-14T08:01:20.000Z,-1493431455129040100,en,neutral,support,0.4,0.1,unrelated
Jay shree Ram ji,Jay shree Ram ji,Jay shree Ram ji,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@SarojdeviS90129,2025-05-14T08:01:29.000Z,-1493431455129040100,so,positive,praise,0.46,0.23,unrelated
Har har Mahadev ji,Har har Mahadev ji,Har har Mahadev ji,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@SarojdeviS90129,2025-05-14T08:01:33.000Z,-1493431455129040100,so,positive,praise,0.51,0.54,related
জয় বাংলা,জয় বাংলা,জয় বাংলা,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@Subrata40461690,2025-05-14T08:04:28.000Z,-1493431455129040100,bn,positive,support,0.53,0.42,unrelated
"Itny khusi mana kar kuch fayda nahi, humny taras kha kar chorda hai aehsan yad rakhna India","Itny khusi mana kar kuch fayda nahi, humny taras kha kar chorda hai aehsan yad rakhna India","Itny khusi mana kar kuch fayda nahi, humny taras kha kar chorda hai aehsan yad rakhna India","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@condomsaheedpak,2025-05-14T08:04:40.000Z,-1493431455129040100,sw,negative,insult,0.45,0.45,unrelated
শুধু মোদী জন্যই আজ বি এস এফ জাওয়ান ঘরে ফিরলো। @AITCofficial  @abpanandatv  @BanglaRepublic  @CNNnews18,শুধু মোদী জন্যই আজ বি এস এফ জাওয়ান ঘরে ফিরলো। @AITCofficial @abpanandatv @BanglaRepublic @CNNnews18,শুধু মোদী জন্যই আজ বি এস এফ জাওয়ান ঘরে ফিরলো। @AITCofficial @abpanandatv @BanglaRepublic @CNNnews18,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@ashutoshroy13,2025-05-14T08:05:19.000Z,-1493431455129040100,bn,neutral,criticism,0.5,0.39,unrelated
Form #IndiaWantsMamataDi #iwmnanoor,Form #IndiaWantsMamataDi #iwmnanoor,Form #IndiaWantsMamataDi #iwmnanoor,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@SekhDoni,2025-05-14T08:05:28.000Z,-1493431455129040100,id,neutral,support,0.42,0.45,unrelated
বাংলার অভিভাবক আপনি দিদি,বাংলার অভিভাবক আপনি দিদি,বাংলার অভিভাবক আপনি দিদি,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@aitcRajabar,2025-05-14T08:05:34.000Z,-1493431455129040100,bn,positive,support,0.4,0.38,unrelated
Acknowledge the Central govt too rather than chest thumping about just speaking to his wife thrice,Acknowledge the Central govt too rather than chest thumping about just speaking to his wife thrice,Acknowledge the Central govt too rather than chest thumping about just speaking to his wife thrice,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@iamvishhal,2025-05-14T08:06:53.000Z,-1493431455129040100,en,negative,criticism,0.53,0.23,unrelated
Thanks to pakistan for their kind gesture - Mamata khatun,Thanks to pakistan for their kind gesture - Mamata khatun,Thanks to pakistan for their kind gesture - Mamata khatun,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@chetan1994,2025-05-14T08:07:00.000Z,-1493431455129040100,en,positive,praise,0.58,0.43,unrelated
"Good. Stay sane, didi.","Good. Stay sane, didi.","Good. Stay sane, didi.","I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@lacanpoe,2025-05-14T08:07:42.000Z,-1493431455129040100,so,positive,support,0.8,0.19,unrelated
I'm happy about BSF jawan...,I'm happy about BSF jawan...,I'm happy about BSF jawan...,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@thelonelymammal,2025-05-14T08:10:46.000Z,-1493431455129040100,id,positive,praise,0.75,0.5,related
Acknowledge the Central govt too rather than chest thumping about just speaking to his wife thrice,Acknowledge the Central govt too rather than chest thumping about just speaking to his wife thrice,Acknowledge the Central govt too rather than chest thumping about just speaking to his wife thrice,"I am happy to receive the information that our Purnam Kumar Shaw, the BSF jawan, has been released. I had all along been in touch with his family and spoke thrice with his wife here at Rishra, Hugli. Today also I called her. All the very best wishes for my brother-like jawan, his entire family including his wife Rajni Shaw.",@iamvishhal,2025-05-14T08:06:53.000Z,-1493431455129040100,en,negative,criticism,0.53,0.23,unrelated
